product_id,product_category,date,original_price,discount_percentage,selling_price,units_sold,sales_volume,inventory_level,stock_status,competitor_price,customer_rating,store_region,promotion_flag,is_holiday
1731,Groceries,27-03-2022,572.71,5,544.07,16,8705.12,371,In Stock,571.32,4.1,South,1,0
1105,Groceries,13-04-2025,2080.13,15,1768.11,20,35362.2,288,In Stock,1800.46,3.3,North,1,0
1374,Home,01-05-2025,939.08,30,657.36,18,11832.48,77,In Stock,650.53,3.1,East,0,0
1581,Home,07-11-2022,2008.73,10,1807.86,16,28925.76,23,In Stock,1721.37,3,North,1,0
1706,Books,16-02-2025,3215.28,10,2893.75,19,54981.25,405,In Stock,3130.71,3.5,North,1,0
1697,Clothing,26-05-2025,2826.74,15,2402.73,19,45651.87,307,In Stock,2340.16,3,West,1,0
1098,Groceries,03-03-2023,1309.64,20,1047.71,21,22001.91,498,In Stock,1110.36,2.8,North,1,0
1593,Clothing,08-12-2025,1850.35,10,1665.32,22,36637.04,100,In Stock,1509.33,3.4,East,0,0
1586,Electronics,24-04-2022,3147.35,20,2517.88,28,70500.64,371,In Stock,2383.01,4,East,0,0
1885,Clothing,14-03-2025,4332.1,15,3682.29,21,77328.09,250,In Stock,3568.57,2.9,West,1,1
1851,Electronics,30-10-2022,3815.42,30,2670.79,21,56086.59,122,In Stock,2762.44,2.6,Central,0,0
1191,Home,14-01-2024,2856.32,15,2427.87,25,60696.75,214,In Stock,2340.14,2.6,West,1,0
1324,Home,11-08-2023,1939.01,30,1357.31,24,32575.44,261,In Stock,1232.81,3.2,West,1,0
1978,Books,13-09-2024,1952.25,10,1757.02,15,26355.3,402,In Stock,1642.42,3,North,1,0
1725,Clothing,11-12-2022,4421.2,20,3536.96,17,60128.32,331,In Stock,3366.6,3.8,South,0,0
1826,Clothing,24-03-2024,388.37,15,330.11,23,7592.53,345,In Stock,308.72,3.6,Central,0,0
1955,Electronics,11-03-2024,4942.32,10,4448.09,19,84513.71,412,In Stock,4184.52,3.3,Central,1,0
1466,Home,21-10-2024,3389,30,2372.3,19,45073.7,122,In Stock,2499.91,4.6,Central,0,0
1893,Electronics,16-03-2025,3469.46,15,2949.04,23,67827.92,251,In Stock,2897.16,3.8,North,0,0
1366,Home,03-08-2025,382.39,30,267.67,21,5621.07,319,In Stock,262.59,2.7,West,0,1
1317,Electronics,12-12-2024,3106.54,5,2951.21,24,70829.04,397,In Stock,3226.62,3.2,North,0,0
1143,Home,20-08-2025,2526.93,30,1768.85,30,53065.5,336,In Stock,1749.99,4.9,East,1,0
1383,Electronics,28-12-2024,707.74,5,672.35,18,12102.3,157,In Stock,729.86,4.9,South,1,0
1215,Home,27-12-2022,1534.03,10,1380.63,16,22090.08,326,In Stock,1325.15,3.1,South,1,1
1360,Electronics,28-05-2025,4473.51,15,3802.48,23,87457.04,148,In Stock,3726.91,2.9,North,1,0
1323,Clothing,06-10-2024,2839.94,10,2555.95,15,38339.25,64,In Stock,2502.93,3.7,West,1,1
1014,Books,05-12-2023,2184.4,0,2184.4,21,45872.4,368,In Stock,2204.53,3.7,Central,0,0
1216,Electronics,29-07-2023,548.87,30,384.21,25,9605.25,357,In Stock,390.68,3.5,East,0,0
1491,Books,30-03-2025,3627.78,10,3265,23,75095,3,In Stock,3100.53,3.8,East,1,0
1950,Clothing,17-01-2025,3573.68,10,3216.31,19,61109.89,173,In Stock,3405.16,3.1,South,1,0
1546,Clothing,19-11-2023,3147.41,5,2990.04,23,68770.92,135,In Stock,2987.96,2.8,West,1,0
1182,Home,20-02-2024,2649.26,30,1854.48,18,33380.64,401,In Stock,1671.64,3.9,Central,1,0
1269,Books,08-08-2023,2282.17,5,2168.06,25,54201.5,243,In Stock,2207.67,4.8,South,0,0
1944,Groceries,12-08-2023,3047.7,15,2590.54,34,88078.36,59,In Stock,2744.97,2.8,West,0,0
1466,Home,28-03-2025,1320.3,10,1188.27,20,23765.4,44,In Stock,1128.97,4.3,Central,1,0
1869,Books,04-05-2023,4718.04,30,3302.63,20,66052.6,71,In Stock,2997.38,3.6,North,1,0
1611,Electronics,28-08-2024,3026.21,10,2723.59,23,62642.57,94,In Stock,2890.92,3.2,West,0,1
1518,Electronics,09-09-2025,1693.72,15,1439.66,32,46069.12,30,In Stock,1576.8,4.6,East,1,0
1541,Clothing,05-11-2025,2358.46,20,1886.77,17,32075.09,155,In Stock,1726.98,3.6,West,1,0
1466,Groceries,30-01-2025,4067.29,15,3457.2,23,79515.6,375,In Stock,3760.08,4,West,1,0
1304,Electronics,09-05-2023,975.76,5,926.97,19,17612.43,239,In Stock,900.88,3.6,West,1,0
1984,Books,19-01-2022,1605.61,5,1525.33,15,22879.95,63,In Stock,1660,2.7,Central,0,0
1143,Books,01-02-2023,3461.64,10,3115.48,20,62309.6,420,In Stock,3208.22,4,Central,1,0
1110,Electronics,27-09-2024,1714.35,5,1628.63,17,27686.71,322,In Stock,1755.74,3.5,North,0,0
1231,Books,26-07-2025,4004.01,30,2802.81,14,39239.34,108,In Stock,2963.04,2.7,North,0,0
1690,Books,30-04-2024,826.18,15,702.25,21,14747.25,462,In Stock,635.96,4,Central,1,0
1583,Clothing,20-10-2025,3860.89,10,3474.8,21,72970.8,67,In Stock,3172.8,2.5,Central,1,0
1721,Groceries,16-09-2025,528.09,15,448.88,14,6284.32,34,In Stock,451.19,3,South,1,0
1731,Clothing,29-09-2025,260.44,15,221.37,22,4870.14,250,In Stock,204.97,4.5,West,1,0
1591,Groceries,01-04-2024,4511.47,10,4060.32,20,81206.4,353,In Stock,4028.68,2.6,West,0,0
1499,Books,31-03-2023,2990.43,20,2392.34,25,59808.5,35,In Stock,2609.87,4.1,East,1,0
1594,Groceries,26-12-2023,1888.77,5,1794.33,27,48446.91,440,In Stock,1720.68,4.9,Central,1,0
1553,Books,24-12-2024,1316.45,0,1316.45,29,38177.05,453,In Stock,1313.53,2.9,Central,0,0
1272,Books,04-01-2025,3161.05,0,3161.05,18,56898.9,131,In Stock,3087.88,3.5,North,1,0
1702,Clothing,12-12-2023,2643.21,0,2643.21,12,31718.52,304,In Stock,2711.84,3.9,North,1,0
1172,Clothing,23-05-2022,4959.67,5,4711.69,20,94233.8,221,In Stock,4423.19,3.6,West,0,0
1972,Home,05-07-2024,4919.44,20,3935.55,20,78711,166,In Stock,3746.6,4.1,West,1,0
1006,Electronics,07-04-2024,3248.12,15,2760.9,21,57978.9,273,In Stock,2959,3.5,Central,0,0
1154,Home,28-08-2023,2325.78,10,2093.2,18,37677.6,59,In Stock,2223.54,2.9,West,1,1
1521,Home,11-12-2025,2557.48,20,2045.98,30,61379.4,341,In Stock,2164.32,2.7,Central,0,0
1545,Groceries,01-11-2022,3475.9,0,3475.9,13,45186.7,393,In Stock,3664.24,4.4,East,0,0
1547,Books,06-01-2024,687.56,30,481.29,16,7700.64,112,In Stock,477.39,3.1,East,1,0
1920,Books,18-10-2022,1776.09,5,1687.29,11,18560.19,220,In Stock,1764.53,4.6,South,0,0
1517,Books,12-04-2022,561.31,5,533.24,23,12264.52,278,In Stock,521.21,4.4,North,1,0
1919,Electronics,14-07-2025,552.13,10,496.92,19,9441.48,67,In Stock,457.24,2.6,South,1,0
1913,Groceries,16-05-2024,1140.03,30,798.02,23,18354.46,314,In Stock,781,3,East,1,0
1214,Groceries,25-08-2024,2529.22,15,2149.84,21,45146.64,466,In Stock,2003.08,3.2,West,1,0
1133,Books,31-08-2024,3966.92,20,3173.54,18,57123.72,345,In Stock,3104.26,4,North,1,0
1284,Home,21-04-2024,2530.38,30,1771.27,22,38967.94,262,In Stock,1699.51,4.5,North,1,0
1125,Electronics,19-08-2024,1810.29,20,1448.23,24,34757.52,268,In Stock,1476.95,2.7,South,1,0
1920,Home,30-07-2024,595.29,20,476.23,19,9048.37,130,In Stock,463.04,3.1,North,1,0
1438,Clothing,23-10-2024,2841.42,15,2415.21,17,41058.57,423,In Stock,2514.52,3.4,East,0,0
1848,Groceries,26-03-2022,1502.09,15,1276.78,18,22982.04,266,In Stock,1279.88,3,West,1,0
1685,Groceries,24-11-2022,3151.68,15,2678.93,12,32147.16,207,In Stock,2903.69,3.9,South,0,0
1151,Home,26-03-2024,4890.5,10,4401.45,20,88029,211,In Stock,4041.43,3.7,West,0,0
1330,Electronics,30-03-2023,734.31,5,697.59,24,16742.16,50,In Stock,723.78,3.3,South,0,0
1537,Groceries,21-09-2023,1218.2,0,1218.2,18,21927.6,470,In Stock,1260.2,3.8,Central,0,0
1382,Home,29-05-2025,2470.85,15,2100.22,20,42004.4,406,In Stock,2289.5,3.4,North,1,0
1114,Electronics,23-03-2025,4849.35,5,4606.88,23,105958.24,287,In Stock,4488.53,3.4,Central,1,1
1893,Home,27-10-2023,3904.69,15,3318.99,21,69698.79,424,In Stock,3189.84,3.2,North,0,0
1481,Electronics,12-01-2022,4511.5,0,4511.5,24,108276,41,In Stock,4215.9,3.9,Central,0,0
1283,Books,02-03-2025,1801.83,30,1261.28,12,15135.36,246,In Stock,1202.07,3.6,West,0,0
1898,Electronics,31-10-2022,4961.78,15,4217.51,24,101220.24,421,In Stock,4219.1,3,East,1,0
1074,Clothing,09-08-2025,693.6,5,658.92,14,9224.88,194,In Stock,703.43,2.5,South,1,1
1165,Books,01-09-2024,454.27,10,408.84,24,9812.16,243,In Stock,391.2,2.9,North,1,0
1188,Home,16-08-2025,4306.89,30,3014.82,20,60296.4,199,In Stock,2808.45,2.6,South,1,0
1077,Books,22-02-2024,4650.87,30,3255.61,14,45578.54,357,In Stock,3107.24,3.6,East,1,0
1946,Books,12-02-2022,634.81,30,444.37,18,7998.66,120,In Stock,408.9,3.1,Central,0,0
1601,Home,01-08-2024,744.45,0,744.45,26,19355.7,487,In Stock,807.98,3.6,West,1,0
1687,Home,09-12-2022,359.24,5,341.28,23,7849.44,333,In Stock,366.71,3.3,South,0,0
1020,Clothing,11-09-2025,701.64,20,561.31,17,9542.27,327,In Stock,539.81,3.8,Central,0,0
1565,Home,13-05-2023,1205.22,20,964.18,23,22176.14,202,In Stock,915.39,4.3,North,0,1
1183,Groceries,30-12-2022,4856.37,20,3885.1,19,73816.9,105,In Stock,4200.1,3.7,South,0,0
1870,Groceries,09-06-2024,3405.73,10,3065.16,34,104215.44,249,In Stock,2759.73,2.7,South,1,0
1221,Clothing,03-03-2023,3937.05,15,3346.49,11,36811.39,374,In Stock,3413.81,2.5,North,1,1
1826,Electronics,01-10-2024,3925.47,15,3336.65,23,76742.95,425,In Stock,3614.26,3,East,1,0
1327,Electronics,21-01-2022,2768.35,15,2353.1,21,49415.1,426,In Stock,2357.13,3.6,Central,1,0
1178,Groceries,11-02-2023,4027.95,10,3625.16,17,61627.72,288,In Stock,3264.8,2.6,South,1,0
1787,Home,11-09-2023,3059.88,20,2447.9,19,46510.1,78,In Stock,2310.27,3.3,Central,0,0
1111,Clothing,11-10-2024,1709.82,30,1196.87,15,17953.05,164,In Stock,1297.99,4.7,West,1,0
1735,Electronics,02-12-2022,2893.33,15,2459.33,22,54105.26,333,In Stock,2221.77,2.7,Central,1,0
1725,Electronics,14-02-2025,2760.84,30,1932.59,21,40584.39,118,In Stock,1891.92,4.9,Central,1,0
1058,Books,21-02-2025,4152.57,30,2906.8,22,63949.6,473,In Stock,3075.25,4.6,North,0,0
1326,Groceries,03-02-2023,4912.29,10,4421.06,24,106105.44,56,In Stock,4720,4.6,Central,0,0
1904,Home,03-03-2024,2173,10,1955.7,21,41069.7,447,In Stock,1946.94,4.7,East,1,0
1620,Clothing,16-12-2023,3864.28,5,3671.07,11,40381.77,447,In Stock,3474.66,2.7,Central,0,0
1896,Electronics,20-02-2022,678.86,15,577.03,25,14425.75,187,In Stock,588.54,2.9,West,0,1
1668,Books,20-11-2022,3928.79,20,3143.03,19,59717.57,51,In Stock,2994.54,2.8,Central,0,0
1190,Groceries,28-02-2024,1982.8,0,1982.8,12,23793.6,71,In Stock,1885.75,2.8,North,0,0
1199,Groceries,21-05-2022,389.07,10,350.16,17,5952.72,240,In Stock,371.7,3.3,West,1,0
1311,Clothing,15-04-2023,1943.58,30,1360.51,15,20407.65,323,In Stock,1266.44,4.6,North,1,0
1707,Electronics,26-02-2024,3131.09,5,2974.54,15,44618.1,99,In Stock,2680.37,3.1,East,0,0
1034,Clothing,19-09-2025,772.4,0,772.4,19,14675.6,337,In Stock,747.19,3.1,East,0,0
1378,Clothing,21-08-2024,4635.37,10,4171.83,17,70921.11,154,In Stock,4164.3,4.2,North,0,0
1386,Books,04-10-2024,572.83,5,544.19,18,9795.42,58,In Stock,566.51,2.7,East,0,0
1757,Groceries,08-01-2023,4664.03,30,3264.82,23,75090.86,274,In Stock,3448.38,3.4,North,0,0
1236,Home,09-05-2023,3594.26,15,3055.12,18,54992.16,258,In Stock,3155.03,3.2,South,0,0
1615,Groceries,21-01-2024,1782.62,5,1693.49,20,33869.8,200,In Stock,1736.34,4.6,Central,1,0
1518,Groceries,25-03-2025,2075.6,10,1868.04,25,46701,294,In Stock,1929.97,3.8,South,0,0
1282,Books,18-10-2022,3755.88,15,3192.5,17,54272.5,321,In Stock,3046.62,4.1,East,1,0
1000,Home,13-03-2025,3087.06,30,2160.94,23,49701.62,328,In Stock,2110.1,2.8,North,1,0
1730,Electronics,16-04-2022,3423.89,20,2739.11,16,43825.76,439,In Stock,2802.9,4.8,North,1,0
1463,Home,14-12-2025,2067.99,5,1964.59,37,72689.83,389,In Stock,1793.89,3.3,North,0,0
1229,Electronics,01-11-2023,2541.5,0,2541.5,23,58454.5,485,In Stock,2437.46,4.3,North,0,0
1966,Home,02-01-2022,4951.36,30,3465.95,16,55455.2,283,In Stock,3401.08,4.9,Central,1,0
1171,Clothing,12-08-2023,1226.83,15,1042.81,20,20856.2,175,In Stock,1049.78,3.8,West,1,0
1086,Home,06-10-2023,2205.71,30,1544,16,24704,97,In Stock,1539.83,3.8,South,0,0
1552,Books,31-03-2022,1600.75,15,1360.64,19,25852.16,348,In Stock,1420,2.8,East,0,0
1122,Electronics,30-09-2025,3872.54,30,2710.78,23,62347.94,431,In Stock,2696.37,3.5,North,0,1
1842,Groceries,16-12-2022,3867.26,20,3093.81,16,49500.96,450,In Stock,3343.87,4.6,South,0,0
1297,Books,10-07-2025,1603.74,5,1523.55,18,27423.9,181,In Stock,1487.08,2.8,West,0,1
1884,Electronics,06-10-2025,590.67,0,590.67,12,7088.04,381,In Stock,593.67,4.8,South,1,1
1928,Electronics,05-02-2025,254.88,20,203.9,23,4689.7,271,In Stock,183.64,4.2,East,0,0
1689,Groceries,28-11-2024,2251.76,5,2139.17,16,34226.72,491,In Stock,2058.09,3.6,North,1,0
1574,Clothing,27-06-2024,2169.62,0,2169.62,12,26035.44,34,In Stock,2328.68,3.9,East,1,0
1483,Books,08-06-2022,4944.27,30,3460.99,27,93446.73,330,In Stock,3345.79,2.9,North,1,1
1164,Groceries,16-08-2024,2455.05,0,2455.05,22,54011.1,362,In Stock,2333.86,3,West,1,0
1698,Groceries,08-11-2022,1430.81,10,1287.73,15,19315.95,86,In Stock,1298.94,3.2,East,0,0
1382,Clothing,18-06-2025,4477.9,0,4477.9,18,80602.2,157,In Stock,4100.62,3.5,South,1,0
1208,Books,21-03-2023,2557.13,5,2429.27,31,75307.37,431,In Stock,2444.63,4.8,West,1,0
1738,Groceries,25-10-2022,3076.04,20,2460.83,18,44294.94,324,In Stock,2364.2,3.4,East,0,0
1431,Clothing,09-08-2024,659.21,20,527.37,19,10020.03,115,In Stock,515.04,3.8,North,0,0
1388,Books,05-02-2022,2038,10,1834.2,23,42186.6,7,In Stock,1941.08,2.9,West,1,0
1559,Home,12-01-2025,4732.27,5,4495.66,22,98904.52,106,In Stock,4641.29,4.3,North,0,0
1223,Electronics,09-11-2025,3029.63,0,3029.63,30,90888.9,106,In Stock,2996.97,3.9,Central,0,0
1002,Clothing,10-04-2025,1853.61,10,1668.25,19,31696.75,113,In Stock,1694.11,3.6,South,0,0
1371,Electronics,31-10-2025,3203.2,30,2242.24,25,56056,434,In Stock,2361.91,4.9,North,0,0
1686,Home,17-10-2025,4569.97,15,3884.47,20,77689.4,9,In Stock,4075.42,4.7,East,0,0
1445,Groceries,13-07-2023,1515.15,30,1060.6,25,26515,283,In Stock,993.85,4.1,Central,1,0
1610,Groceries,09-06-2024,2624.56,5,2493.33,21,52359.93,419,In Stock,2394.06,4.8,West,0,0
1115,Books,21-05-2022,4801.72,10,4321.55,11,47537.05,59,In Stock,4190.38,3.9,East,0,0
1269,Clothing,05-06-2024,1027.5,20,822,18,14796,265,In Stock,770.63,4.6,West,0,0
1446,Clothing,15-02-2025,3654.39,10,3288.95,19,62490.05,397,In Stock,2968.05,3.5,Central,0,0
1367,Books,24-07-2025,3149.51,15,2677.08,21,56218.68,101,In Stock,2502.52,2.7,East,1,0
1252,Electronics,27-12-2023,3462.44,5,3289.32,15,49339.8,62,In Stock,3492.1,5,North,0,0
1316,Groceries,28-05-2025,1885.85,10,1697.26,26,44128.76,484,In Stock,1712.85,2.9,East,1,0
1414,Groceries,15-11-2024,1706.62,30,1194.63,11,13140.93,174,In Stock,1156.8,3.1,South,0,0
1094,Clothing,05-06-2023,3484.21,0,3484.21,26,90589.46,196,In Stock,3559.71,2.9,North,1,0
1784,Clothing,10-01-2022,1234.61,30,864.23,24,20741.52,311,In Stock,905.68,3.3,South,0,0
1891,Books,10-09-2024,2214.34,5,2103.62,21,44176.02,389,In Stock,2042.37,3.2,East,0,0
1023,Home,13-01-2023,1103.24,10,992.92,26,25815.92,221,In Stock,986.18,4,East,1,0
1627,Electronics,13-11-2023,239.86,30,167.9,20,3358,402,In Stock,153.27,5,West,0,0
1662,Home,07-08-2023,4856.28,10,4370.65,23,100524.95,435,In Stock,4455.52,2.6,East,1,0
1849,Home,01-06-2022,2272.17,30,1590.52,24,38172.48,189,In Stock,1544.84,4.4,North,0,0
1049,Clothing,21-12-2023,4852.88,5,4610.24,23,106035.52,127,In Stock,4548.95,2.8,South,1,0
1501,Clothing,08-12-2024,873.55,20,698.84,16,11181.44,432,In Stock,688.02,2.5,Central,1,0
1717,Clothing,23-03-2025,3019.36,30,2113.55,13,27476.15,333,In Stock,2169.52,4.1,South,0,0
1497,Home,08-05-2024,1164.68,0,1164.68,16,18634.88,394,In Stock,1181.56,4.7,West,1,0
1334,Electronics,09-08-2025,3992.36,30,2794.65,17,47509.05,45,In Stock,2751.11,2.9,Central,0,0
1078,Clothing,19-02-2022,3961.77,5,3763.68,23,86564.64,68,In Stock,3400.07,3.4,Central,1,0
1581,Groceries,26-10-2023,740.51,30,518.36,19,9848.84,300,In Stock,530.9,2.9,East,0,0
1026,Electronics,15-06-2023,4577.91,0,4577.91,22,100714.02,350,In Stock,4925.44,4.8,West,1,0
1270,Groceries,19-12-2024,1134.22,0,1134.22,14,15879.08,363,In Stock,1195.37,3.2,West,1,0
1561,Electronics,05-04-2025,3142.29,5,2985.18,17,50748.06,57,In Stock,3272.72,3.6,East,0,0
1803,Clothing,10-05-2025,4931.04,10,4437.94,23,102072.62,415,In Stock,4117.59,4.7,North,1,0
1246,Books,06-05-2024,4435.5,30,3104.85,16,49677.6,215,In Stock,2932.54,3.9,East,0,0
1775,Clothing,26-05-2022,4791.51,20,3833.21,17,65164.57,114,In Stock,3863.31,4.8,West,0,0
1590,Home,03-07-2024,1844.47,0,1844.47,23,42422.81,9,In Stock,1747.04,4.8,Central,0,0
1386,Home,19-09-2024,706.76,0,706.76,19,13428.44,396,In Stock,640.97,3.7,North,0,0
1701,Electronics,30-08-2022,1104.06,30,772.84,25,19321,366,In Stock,757.74,4,West,0,0
1558,Home,04-08-2023,2602.38,10,2342.14,17,39816.38,499,In Stock,2242.67,3.1,West,0,0
1972,Clothing,18-11-2023,4007.5,30,2805.25,17,47689.25,268,In Stock,2672.71,5,East,0,0
1360,Groceries,28-04-2023,920.74,5,874.7,18,15744.6,291,In Stock,953.98,3.2,South,0,0
1865,Clothing,05-02-2025,3366.71,20,2693.37,24,64640.88,85,In Stock,2552.48,4.5,West,0,0
1983,Electronics,03-06-2025,1753.17,30,1227.22,21,25771.62,383,In Stock,1136.27,3.3,South,0,0
1487,Home,04-11-2023,1837.77,0,1837.77,19,34917.63,456,In Stock,1700.05,3.3,North,0,0
1351,Groceries,23-09-2023,3377.21,0,3377.21,20,67544.2,377,In Stock,3584.11,2.8,Central,1,0
1700,Books,23-10-2023,2441.6,5,2319.52,20,46390.4,146,In Stock,2419.19,3.9,South,0,0
1927,Groceries,24-10-2023,4097.76,10,3687.98,12,44255.76,499,In Stock,3414.69,3.1,South,0,0
1255,Groceries,26-12-2025,948.41,30,663.89,19,12613.91,117,In Stock,626.68,2.9,South,0,0
1221,Clothing,15-03-2024,3991.75,15,3392.99,22,74645.78,134,In Stock,3560.84,3.1,South,1,0
1883,Books,23-02-2023,508.33,10,457.5,27,12352.5,14,In Stock,436.88,3.1,South,0,0
1752,Electronics,14-09-2024,1131.46,0,1131.46,15,16971.9,336,In Stock,1240.43,3.8,North,0,0
1780,Electronics,29-03-2025,3349.52,30,2344.66,21,49237.86,301,In Stock,2363.68,3.5,West,0,1
1000,Groceries,12-10-2023,4303.64,0,4303.64,14,60250.96,205,In Stock,4038.54,2.7,Central,1,0
1545,Groceries,26-08-2024,1412.86,20,1130.29,19,21475.51,232,In Stock,1211.4,3.8,West,0,0
1445,Home,13-08-2023,1770.52,10,1593.47,24,38243.28,303,In Stock,1535.94,4.5,North,1,1
1078,Books,05-01-2025,2778.18,15,2361.45,14,33060.3,65,In Stock,2261.71,3.9,North,0,0
1235,Groceries,24-05-2023,1215.55,20,972.44,28,27228.32,461,In Stock,938.88,4.9,South,0,0
1333,Home,17-03-2023,4093.55,15,3479.52,21,73069.92,3,In Stock,3666.16,2.7,North,1,0
1888,Books,01-07-2025,3913.46,20,3130.77,21,65746.17,2,In Stock,2926.15,4.6,North,1,0
1348,Electronics,09-07-2024,897.4,10,807.66,18,14537.88,258,In Stock,788.56,3.8,South,1,0
1097,Home,09-02-2024,2426.38,0,2426.38,22,53380.36,202,In Stock,2198.7,3.8,North,0,0
1081,Books,05-09-2025,3919.17,15,3331.29,21,69957.09,324,In Stock,3548.91,3.8,North,1,0
1501,Home,20-09-2022,1819.18,10,1637.26,15,24558.9,239,In Stock,1585.1,3.3,North,1,0
1966,Groceries,29-10-2025,3238.91,15,2753.07,16,44049.12,92,In Stock,2614.41,3.3,East,0,0
1476,Clothing,29-09-2023,441.02,10,396.92,17,6747.64,283,In Stock,403.26,4.1,West,0,1
1926,Electronics,05-04-2025,3121.71,20,2497.37,17,42455.29,22,In Stock,2599.76,2.6,East,0,0
1703,Groceries,04-04-2023,932.73,10,839.46,18,15110.28,285,In Stock,891.99,4,West,1,0
1764,Groceries,25-09-2024,4186.8,20,3349.44,18,60289.92,317,In Stock,3247.47,4.3,South,0,0
1920,Books,27-07-2025,1906.16,0,1906.16,15,28592.4,86,In Stock,2025.22,3.4,South,0,0
1549,Home,01-12-2023,1551.46,20,1241.17,24,29788.08,50,In Stock,1232.45,3,West,1,0
1013,Electronics,29-10-2022,4236.27,5,4024.46,20,80489.2,296,In Stock,3703.42,3,West,0,0
1391,Groceries,26-05-2025,440.69,0,440.69,12,5288.28,469,In Stock,471.21,2.7,Central,0,0
1346,Books,30-01-2025,2103.72,30,1472.6,26,38287.6,319,In Stock,1486.63,2.7,West,1,0
1309,Electronics,08-07-2023,1976.02,30,1383.21,28,38729.88,42,In Stock,1411.56,2.9,West,1,0
1385,Home,15-10-2022,1567.04,10,1410.34,20,28206.8,203,In Stock,1533.74,2.5,South,1,0
1208,Groceries,05-04-2025,4576.42,10,4118.78,19,78256.82,346,In Stock,4167.51,3.2,South,1,0
1356,Groceries,13-09-2023,3804.46,5,3614.24,23,83127.52,57,In Stock,3256.85,3.3,North,1,0
1973,Groceries,02-10-2024,506.83,10,456.15,20,9123,58,In Stock,489.96,5,North,0,0
1600,Electronics,05-02-2022,3630.5,0,3630.5,26,94393,167,In Stock,3474.21,5,South,1,0
1567,Electronics,14-01-2024,2731.04,0,2731.04,20,54620.8,173,In Stock,2732.01,3,North,1,0
1093,Electronics,19-12-2022,4524.17,20,3619.34,21,76006.14,317,In Stock,3405.72,3,East,0,0
1092,Electronics,14-03-2022,1702.14,15,1446.82,16,23149.12,432,In Stock,1388.07,3.7,East,1,0
1339,Books,10-10-2023,2955.98,10,2660.38,16,42566.08,371,In Stock,2759.69,2.9,North,1,1
1596,Clothing,08-10-2025,2603.63,5,2473.45,24,59362.8,206,In Stock,2438.61,3.8,North,0,0
1444,Books,29-12-2024,2549.89,30,1784.92,21,37483.32,110,In Stock,1830.3,3.5,West,0,0
1756,Groceries,01-03-2023,2389.31,0,2389.31,30,71679.3,22,In Stock,2543.93,3.3,West,0,0
1021,Books,25-09-2024,1187.02,0,1187.02,11,13057.22,427,In Stock,1149.23,4.6,East,0,0
1290,Home,09-12-2023,3827.41,0,3827.41,24,91857.84,232,In Stock,3879.72,4.6,East,0,1
1484,Electronics,15-07-2023,2366.41,15,2011.45,23,46263.35,427,In Stock,2123.12,5,West,0,0
1783,Home,07-04-2024,4800.88,15,4080.75,31,126503.25,274,In Stock,4256.32,3.1,West,1,0
1305,Home,13-08-2024,1451.88,10,1306.69,16,20907.04,171,In Stock,1317.1,4.7,West,0,0
1633,Groceries,01-06-2023,3477.17,30,2434.02,19,46246.38,10,In Stock,2377.25,3.8,North,0,0
1127,Electronics,04-03-2023,4715.44,5,4479.67,15,67195.05,59,In Stock,4396.8,4,South,0,0
1624,Home,09-06-2022,3384.6,15,2876.91,15,43153.65,421,In Stock,2838.44,4.7,East,0,0
1938,Groceries,29-05-2022,4382.11,20,3505.69,13,45573.97,231,In Stock,3399.71,4.9,Central,1,0
1272,Electronics,15-02-2024,4171.91,15,3546.12,26,92199.12,234,In Stock,3687.31,4.3,West,0,0
1847,Clothing,07-06-2025,1928.57,0,1928.57,17,32785.69,2,In Stock,1784.09,3.4,North,1,0
1441,Groceries,08-03-2022,3080.59,5,2926.56,24,70237.44,143,In Stock,3200.17,3.7,East,1,1
1502,Books,10-10-2024,950.05,10,855.04,15,12825.6,479,In Stock,902.75,4,West,0,1
1129,Electronics,16-01-2023,2770.52,15,2354.94,23,54163.62,229,In Stock,2259.88,4.6,North,1,0
1131,Home,27-02-2022,1306.03,0,1306.03,22,28732.66,8,In Stock,1186.54,4.1,East,0,0
1596,Home,06-07-2025,3769.94,20,3015.95,28,84446.6,296,In Stock,3143.41,3.4,East,1,0
1934,Books,08-12-2022,2734.68,20,2187.74,22,48130.28,293,In Stock,2290.28,3.5,Central,1,0
1481,Books,27-02-2025,2173.89,10,1956.5,23,44999.5,324,In Stock,2137.92,2.6,Central,1,0
1861,Home,28-12-2023,1490.23,10,1341.21,13,17435.73,192,In Stock,1275.14,4.8,East,1,0
1389,Electronics,10-04-2025,4993.75,15,4244.69,19,80649.11,290,In Stock,3890.45,2.7,North,0,1
1592,Groceries,09-02-2024,544.21,10,489.79,21,10285.59,126,In Stock,530.46,3.9,West,1,0
1998,Books,06-09-2023,409.09,30,286.36,24,6872.64,418,In Stock,272.54,4.7,West,0,0
1984,Books,17-05-2025,1242.84,30,869.99,17,14789.83,459,In Stock,908.54,3.6,East,1,0
1324,Books,20-12-2022,4861.15,0,4861.15,21,102084.15,483,In Stock,4434.01,4.5,West,0,0
1068,Clothing,26-04-2022,4900.34,0,4900.34,19,93106.46,468,In Stock,5155.73,4.5,Central,1,0
1659,Electronics,11-07-2025,3343.65,0,3343.65,20,66873,47,In Stock,3094.23,2.6,West,0,0
1447,Electronics,24-10-2023,4424.51,30,3097.16,15,46457.4,106,In Stock,3218.31,3.5,South,1,0
1527,Electronics,29-03-2023,1227.02,15,1042.97,15,15644.55,263,In Stock,1049.72,4.2,Central,0,0
